char,Line,movie
SARUMAN,Cuiva nwalca Carnirasse; nai yarvaxea rasselya! ,The Fellowship of the Ring 
LEGOLAS,There is a fell voice on the air ,The Fellowship of the Ring 
GANDALF,It's Saruman! ,The Fellowship of the Ring 
ARAGORN,He's trying to bring down the mountain! Gandalf! We must     turn back! ,The Fellowship of the Ring 
GANDALF,"No! , Losto Caradhras, sedho, hodo, nuitho i 'ruith!  ",The Fellowship of the Ring 
SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva     notto-carinnar! ,The Fellowship of the Ring 
BOROMIR,We must get off the mountain! Make for the Gap of Rohan and     take the west road to my city! ,The Fellowship of the Ring 
ARAGORN,The Gap of Rohan takes us too close to Isengard! ,The Fellowship of the Ring 
GIMLI,"If we cannot pass over the mountain, let us go under it! Let     us go through the Mines of Moria ",The Fellowship of the Ring 
SARUMAN VOICEOVER,Moria... you fear to go into those mines. ,The Fellowship of the Ring 
SARUMAN, the dwarves delved too greadily     and too deep ,The Fellowship of the Ring 
SARUMAN VOICEOVER,You know what they woke in the dark of Khazad-d'm ,The Fellowship of the Ring 
SARUMAN," Shadow, flame ",The Fellowship of the Ring 
BOROMIR,"One does not simply walk into Mordor.  Its black gates     are guarded by more than just orcs. There is evil there that does not sleep     and the great eye is ever watchful.  Tis a barren wasteland, riddled     with fire and ash and dust.  The very air you breathe is a poisonous     fume.  Not with ten thousand men could you do this.    ,It is folly ",The Fellowship of the Ring 
LEGOLAS, Have you     heard nothing Lord Elrond has said? The Ring must be destroyed ,The Fellowship of the Ring 
GIMLI,and I suppose you think you're the one to do it. ,The Fellowship of the Ring 
BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ? ",The Fellowship of the Ring 
GIMLI, I will be     dead before I see the Ring in the hands of an elf ,The Fellowship of the Ring 
GIMLI,Never trust an elf ,The Fellowship of the Ring 
GANDALF,"Do you not understand that while we bicker amongst     ourselves, Sauron's power grows?! None can escape it! You'll all be     destroyed ",The Fellowship of the Ring 
GANDALF,Your fingers would remember their old strength     better......if they grasped your sword. ,The Two Towers 
GRIMA,"I've only......ever served you, my lord.     ",The Two Towers 
THEODEN,    Your leechcraft would have had me crawling on all fours like a beast! ,The Two Towers 
GRIMA,Send me not from your sight. ,The Two Towers 
ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account. ",The Two Towers 
GRIMA,Get out of my way! ,The Two Towers 
HAMA,"Hail, Theoden King! ",The Two Towers 
THEODEN,Where is Theodred? Where is my son?,The Two Towers 
GANDALF VOICE OVER,Darkness took me......and I strayed out of thoughtand time. ,The Two Towers 
GANDALF VOICE OVER,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again. ,The Two Towers 
GANDALF,I've been sent back...... until my task is done. ,The Two Towers 
ARAGORN,Gandalf. ,The Two Towers 
GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers 
GIMLI,Gandalf. ,The Two Towers 
GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide. ,The Two Towers 
GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed. ,The Two Towers 
GIMLI,Edoras?That is no short distance! ,The Two Towers 
ARAGORN,We hear of trouble in Rohan.It goes ill with the king. ,The Two Towers 
GANDALF,"Yes, and it will not be easily cured. ",The Two Towers 
GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--?    ,I mean, charming......quite charming forest. ",The Two Towers 
GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains. ,The Two Towers 
ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.     ",The Two Towers 
GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong. ,The Two Towers 
GAFFER,"      Young Mr Frodo here, he's cracking! ",The Fellowship of the Ring 
FRODO, and proud of     it! Cheers Gaffer!   ,The Fellowship of the Ring 
GAFFER,Cheers ,The Fellowship of the Ring 
SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.  ,The Fellowship of the Ring 
ROSIE,Good Night lads ,The Fellowship of the Ring 
HOBBIT,"  Good     night, sweet maiden of the golden ale! ",The Fellowship of the Ring 
SAM,Oi Mind who you're sweet talking! ,The Fellowship of the Ring 
FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one! ",The Fellowship of the Ring 
SAM, Does she ? ,The Fellowship of the Ring 
FRODO,      Good Night Sam  ,The Fellowship of the Ring 
GANDALF,Is it secret ? Is it safe ? ,The Fellowship of the Ring 
FRODO,"Ha! , What are you     doing! ",The Fellowship of the Ring 
GANDALF,"      Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ? ",The Fellowship of the Ring 
FRODO," Nothing.     There's nothing , Wait. There are     markings ,  Its some form of Elvish.  I can't     read it ",The Fellowship of the Ring 
GANDALF,"There are few who can. The language is that of Mordor, which     I will not utter here.  ",The Fellowship of the Ring 
SAM,"  Ah, I     think I'll just have another ale.  ",The Fellowship of the Ring 
FRODO,"Oh no you dont , Go on     ",The Fellowship of the Ring 
BILBO," So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the witherto's and whyfor's that the sun's first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone! ",The Fellowship of the Ring 
MERRY,Quickly  ,The Fellowship of the Ring 
MERRY,"No no! the big one, big one! ",The Fellowship of the Ring 
BILBO,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ? ",The Fellowship of the Ring 
MRS BRACEGIRDLE,Yeah ,The Fellowship of the Ring 
BILBO,Good gracious you have been productive! ,The Fellowship of the Ring 
BILBO,"     Sackville-Bagginses! ,     Quickly! Hide! ",The Fellowship of the Ring 
BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very     selfish you know. , Yes,     I am.  Very selfish. I don't know why I took you in after your mother     and father died, but it wasn't out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit.     ",The Fellowship of the Ring 
FRODO,Bilbo have you been at the Gaffers homebrew ? ,The Fellowship of the Ring 
BILBO,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , You'll be     alright.  ",The Fellowship of the Ring 
ELROND,That future is almost gone. ,The Return of the King 
ARWEN,But it is not lost. ,The Return of the King 
ELROND,Nothing is certain. ,The Return of the King 
ARWEN,Some things are certain. ,The Return of the King 
ARWEN,"If I leave him now, I will regret it forever. It is time. ",The Return of the King 
ARWEN,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king. ",The Return of the King 
ARWEN,Reforge the sword' ada. ,The Return of the King 
ELROND,Your hands are cold. The life of the Eldar is leaving you.  ,The Return of the King 
ARWEN,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence. ",The Return of the King 
GANDALF,We have just passed into the realm of Gondor. ,The Return of the King 
GANDALF,Minas Tirith. City of Kings.  ,The Return of the King 
PIPPIN,"It's the tree! Gandalf, Gandalf. ",The Return of the King 
GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne. ",The Return of the King 
GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him     news of his beloved son's death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you don't speak at all Peregrin Took.  ",The Return of the King 
GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor. ",The Return of the King 
BILBO,A Ring!  ,The Fellowship of the Ring 
GOLLUM," Lost!    , My Precious is lost. ",The Fellowship of the Ring 
GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all. ,The Fellowship of the Ring 
BILBO,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world.  ",The Fellowship of the Ring 
BILBO,"There and back again, A Hobbit's tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits.  ",The Fellowship of the Ring 
BILBO VOICEOVER,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise.  ",The Fellowship of the Ring 
BILBO," Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits' only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life.  ",The Fellowship of the Ring 
BILBO,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!  ",The Fellowship of the Ring 
GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm ",The Fellowship of the Ring 
GANDALF,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can.       ",The Fellowship of the Ring 
FRODO,You're late!       ,The Fellowship of the Ring 
MERRY,Pippin!  ,The Return of the King 
MERRY and PIPPIN,Comes from the Green Dragon! ,The Return of the King 
MERRY, Thank you! I win! ,The Return of the King 
ARAGORN, No news of Frodo? ,The Return of the King 
GANDALF,No word. Nothing. ,The Return of the King 
ARAGORN,We have time. Every day Frodo moves closer to Mordor. ,The Return of the King 
GANDALF, Do we know that? ,The Return of the King 
ARAGORN, What does your     heart tell you? ,The Return of the King 
GANDALF, That Frodo is alive.     Yes' yes he's alive.  ,The Return of the King 
GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,  ",The Return of the King 
SMEAGOL,No! ,The Return of the King 
GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.      ",The Return of the King 
SMEAGOL,"But they knows, ,     they knows, they suspects us! ",The Return of the King 
GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve? ",The Return of the King 
GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone! ",The Fellowship of the Ring 
GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!  ,The Fellowship of the Ring 
GIMLI,A Mine! ,The Fellowship of the Ring 
BOROMIR," This isn't     a mine, it's a tomb ",The Fellowship of the Ring 
GIMLI, Nooooo!     NOOOOOOOOOOoooooooo! ,The Fellowship of the Ring 
LEGOLAS, Goblins!  ,The Fellowship of the Ring 
BOROMIR,We make for the gap of Rohan.  We should never have     come here ,The Fellowship of the Ring 
BOROMIR,Now get out of here! Get out! ,The Fellowship of the Ring 
PIPPIN,Merry. ,The Two Towers 
MERRY," Hello, Pip. ",The Two Towers 
PIPPIN,You're hurt. ,The Two Towers 
MERRY,I'm fine. lt was just an act. ,The Two Towers 
PIPPIN,An act? ,The Two Towers 
MERRY,"See? I fooled you too.Don't worry about me, Pippin. ",The Two Towers 
UGLUK,What is it? What do you smell? ,The Two Towers 
URUK HAI,Man-flesh ,The Two Towers 
UGLUK,They've picked up our trail. ,The Two Towers 
PIPPIN, Aragorn. ,The Two Towers 
UGLUK,Let's move! ,The Two Towers 
MERRY,That black rider was looking for something. Or someone (he     walks up to Frodo and looks him in the face) Frodo ? ,The Fellowship of the Ring 
PIPPIN,Get down! ,The Fellowship of the Ring 
FRODO,"I have to leave the Shire. ,Sam and I must get to Bree ",The Fellowship of the Ring 
MERRY, Right. Bucklebury     Ferry.  Follow me. ,The Fellowship of the Ring 
PIPPIN,Run! ,The Fellowship of the Ring 
MERRY,"Frodo, this way.  Follow me ",The Fellowship of the Ring 
PIPPIN, Frodo! ,The Fellowship of the Ring 
MERRY,Follow me. Run! ,The Fellowship of the Ring 
MERRY,Get the rope Sam ,The Fellowship of the Ring 
SAM,     Frodo!  ,The Fellowship of the Ring 
PIPPIN,Run Frodo! ,The Fellowship of the Ring 
FRODO, No! ,The Fellowship of the Ring 
PIPPIN,Frodo! Come on! ,The Fellowship of the Ring 
GANDALF,Let the Ringbearer decide ,The Fellowship of the Ring 
BOROMIR,"We cannot stay here! ,This will be the death of the     hobbits! ",The Fellowship of the Ring 
GANDALF,Frodo ? ,The Fellowship of the Ring 
FRODO, We will go through     the Mines ,The Fellowship of the Ring 
GANDALF,So be it ,The Fellowship of the Ring 
GIMLI,"Strong?! ,Oh, that's good. ",The Two Towers 
GANDALF,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be. ",The Two Towers 
GIMLI,This new Gandalf's more grumpythan the old one. ,The Two Towers 
LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell. ,The Two Towers 
GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers. ,The Two Towers 
TREEBEARD,     ,The Two Towers 
MERRY,ls it much further? ,The Two Towers 
TREEBEARD,"Bru-ra-hroom. Don't be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where I'll keep you.I believe you will enjoy this next one too. ,It's one of my own compositions.Right.",The Two Towers 
TREEBEARD,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near.",The Two Towers 
FRODO,Mordor! ,The Fellowship of the Ring 
GANDALF,In the common tongue it says,The Fellowship of the Ring 
PIPPIN,Done! ,The Fellowship of the Ring 
MERRY,You're supposed to stick it in the ground     ,The Fellowship of the Ring 
PIPPIN,It is in the ground  ,The Fellowship of the Ring 
MERRY,Outside  ,The Fellowship of the Ring 
PIPPIN,It was your idea! ,The Fellowship of the Ring 
FRODO,Bilbo! Bilbo!  Watch out for the dragon     ,The Fellowship of the Ring 
BILBO,"    Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand     years. ",The Fellowship of the Ring 
MERRY,That was good! ,The Fellowship of the Ring 
PIPPIN,Lets get another one! ,The Fellowship of the Ring 
GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known! ,The Fellowship of the Ring 
CROWD,Speech Bilbo  ,The Fellowship of the Ring 
FRODO,Speech! ,The Fellowship of the Ring 
BILBO,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs    ,, Hornblowers ,, Bulgers ,,     Bracegirdles ,, and Proudfoots ",The Fellowship of the Ring 
PROUDFOOT HOBBIT, PROUDFEET!  ,The Fellowship of the Ring 
GANDALF,I come with tidings in this dark hour and with counsel. ,The Return of the King 
DENETHOR,Perhaps you come to explain this.  ,The Return of the King 
DENETHOR,Perhaps you have come to tell me why my son is dead. ,The Return of the King 
PIPPIN,Boromir died to save us my kinsman and me. He fell defending us from     many foes. ,The Return of the King 
GANDALF,Pippin. ,The Return of the King 
PIPPIN,"I offer you my service, such as it is in payment of this debt.  ",The Return of the King 
DENETHOR,This is my first command to you. How did you escape and my son did not?     So mighty as man as he was. ,The Return of the King 
PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by     many. ,The Return of the King 
GANDALF,Get up! ,The Return of the King 
GANDALF,"My lord, there will be a time to grieve for Boromir but it is not now.     War is coming. The enemy is on your doorstep. As steward, you are charged     with the defence of this city. Where are Gondor's armies? You still have     friends. You are not alone in this fight. Send word to Theoden of Rohan.     Light the beacons. ",The Return of the King 
DENETHOR,"You think you are wise Mithrandir. Yet for all your subtleties you have     not wisdom. Do you think the eyes of the White Tower are blind? I have seen     more than you know. With your left hand you would use me as a shield against     Mordor and with your right you would seek to supplant me. I know who rides     with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son     of Arathorn. And I tell you now. I will not bow to this Ranger from the     North. Last of a ragged house long bereft of Lordship.  ",The Return of the King 
GANDALF,"Authority is not given to you to deny the return of the King, steward. ",The Return of the King 
DENETHOR,The rule of Gondor is mine and no others! ,The Return of the King 
GANDALF,Come! ,The Return of the King 
GANDALF,"All had turned to vain ambition. He would use even his grief as a cloak!     A thousand years this city has stood and now at the whim of a madman it will     fall! And the white tree, the tree of the King will never bloom again. ",The Return of the King 
GANDALF,"A wizard is never late! Frodo Baggins.    , Nor is he early, he arrives precisely when he means     to.       ",The Fellowship of the Ring 
FRODO,Its wonderful to see you Gandalf. ,The Fellowship of the Ring 
GANDALF,You didn't think Id miss your Uncle Bilbo's birthday?     ,The Fellowship of the Ring 
GANDALF,So how is the old rascal? I hear it is going to be a     party of special significance?       ,The Fellowship of the Ring 
FRODO,You know Bilbo he's got the whole place in an uproar. ,The Fellowship of the Ring 
GANDALF,Well that should please him.  ,The Fellowship of the Ring 
FRODO,Half the Shire's been invited.     And the rest of them are turning up anyway.  ,The Fellowship of the Ring 
BILBO VOICEOVER,"And so life in the Shire goes on, very much as it has     this past age. , Full of its own comings and goings with change coming     slowly, if it comes at all. ,For things are made to endure in     the Shire, passing from one generation to the next. There's always been a     Baggins living here under the Hill, in Bag End        ",The Fellowship of the Ring 
BILBO,And there always will be.       ,The Fellowship of the Ring 
FRODO,"To tell you the truth, Bilbo has been acting a bit odd     lately. ,I     mean, more than usual. He's taken to locking himself in his study.    , He spends hours     and hours poring over old maps when he thinks I'm not looking.       ",The Fellowship of the Ring 
BILBO,Where's it gone?       ,The Fellowship of the Ring 
BILBO,Aaaaah.  ,The Fellowship of the Ring 
FRODO,"He's up to something. , All right then,     keep your secrets! ",The Fellowship of the Ring 
GANDALF,What?  ,The Fellowship of the Ring 
SMEAGOL,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead! ,The Return of the King 
GOLLUM,"And we will! Smeagol did it once, he can do it again!     ,     Its ours! Ours! ",The Return of the King 
SMEAGOL,We must get the precious! We must get it back! ,The Return of the King 
GOLLUM,Patience! Patience my love! First we must lead them to her! ,The Return of the King 
SMEAGOL,We lead them to the winding stair. ,The Return of the King 
GOLLUM,"Yes, the stairs and then? ",The Return of the King 
SMEAGOL,"Up, up, up the stairs we go until we come to the tunnel. ",The Return of the King 
GOLLUM,"And when they go in, there's no coming out. She's always hungry. She     always needs to' feed. She must eat. All she gets is filthy Orcses. ",The Return of the King 
SMEAGOL,"And they doesn't taste very nice, does they Precious? ",The Return of the King 
GOLLUM,"No, not very nice at all, my love. She hungers for sweeter meats.    ,     Hobbit meat. And when she throws away the bones and the empty clothes     , then we will find it. ",The Return of the King 
SMEAGOL,And take it for Meee! ,The Return of the King 
GOLLUM,For us. ,The Return of the King 
SMEAGOL,"Yes, we meant for us! Gollum, gollum. The precious will be ours once the Hobbitses are dead! ",The Return of the King 
MERRY AND PIPPIN,Frodo! Frodo! ,The Fellowship of the Ring 
SAM,"Strider! , Get off him!     ",The Fellowship of the Ring 
MERRY,Aragorn! ,The Fellowship of the Ring 
MERRY,Frodo! ,The Fellowship of the Ring 
FRODO,Strider! ,The Fellowship of the Ring 
GANDALF,Into the Mines! ,The Fellowship of the Ring 
BOROMIR,Legolas!  ,The Fellowship of the Ring 
GANDALF,"We now have but one choice, we must face the long dark of     Moria.  Be on your guard, there are older and fouler things than orcs     in the deep places of the world  ",The Fellowship of the Ring 
GANDALF,"The wealth of Moria is not in gold, or jewels, but Mithril ",The Fellowship of the Ring 
GANDALF,Bilbo had a shirt of mithril rings that Thorin gave him ,The Fellowship of the Ring 
GIMLI,Aww that was a Kingly gift ,The Fellowship of the Ring 
GANDALF,"Yes.  I never told him, but its worth was greater than     the value of The Shire!  ",The Fellowship of the Ring 
MERRY,Pippin! ,The Fellowship of the Ring 
GANDALF,I've no memory of this place ,The Fellowship of the Ring 
PIPPIN,Are we lost ? ,The Fellowship of the Ring 
SAM,Frodo! Come on! ,The Fellowship of the Ring 
PIPPIN,Frodo! ,The Fellowship of the Ring 
SAM,Come on faster! ,The Fellowship of the Ring 
FRODO,How far to the nearest crossing ? ,The Fellowship of the Ring 
MERRY,"     The Brandywine Bridge, twenty miles. ",The Fellowship of the Ring 
FRODO,Come on!  ,The Fellowship of the Ring 
GATEKEEPER,What do you want ? ,The Fellowship of the Ring 
FRODO,We're heading for the Prancing Pony. ,The Fellowship of the Ring 
GATEKEEPR,Hobbits! Four hobbits!  What's more out of     The Shire by your talk!  What business brings you to Bree? ,The Fellowship of the Ring 
FRODO,We wish to at the Inn.  Our business is our own. ,The Fellowship of the Ring 
GATEKEEPER," alright young sir, I     meant no offence. ,My job to ask questions after nightfall. There's talk of strange folk     abroad. Can't be too careful  ",The Fellowship of the Ring 
MAN,Out of the way! Watch where you're walking! ,The Fellowship of the Ring 
FRODO,Excuse me ?  ,The Fellowship of the Ring 
BILBO,Today is my One Hundred and Eleventh birthday!     ,The Fellowship of the Ring 
HOBBIT,Happy Birthday! ,The Fellowship of the Ring 
BILBO,"Alas, elevnty-one years is far too short a time to live     among such excellent and admirable hobbits.,  I don't know half of you half as well as I     should like and I like less than half of you, half as well as you deserve.    ",The Fellowship of the Ring 
PIPPIN,Why are they still guarding it?  ,The Return of the King 
GANDALF,"They guard it because they have hope. A faint and fading hope that one     day it will flower. That a king will come and this city will be as it once     was before it fell into decay. ,     The old wisdom born out of the west was forsaken. Kings made tombs more     splendid than the houses of the living and counted the old names of their     descent , dearer than the names of their sons.    ,     Childless lords sat in aged halls musing on heraldry or in high, cold towers     asking questions of the stars. And so the people of Gondor fell into ruin.    ,     The line of Kings failed. The white tree withered. The rule of Gondor was     given over to lesser men.",The Return of the King 
PIPPIN,Mordor. ,The Return of the King 
GANDALF,"Yes, there it lies. This city has dwelt ever in the sight of its shadow. ",The Return of the King 
PIPPIN,A storm is coming. ,The Return of the King 
GANDALF,"This is not the weather of the world. This is a device of Sauron's     making. A broil of fume he sends ahead of his host. The Orcs of Mordor have     no love of daylight, so he covers the face of the sun to ease their passage     along the road to war. When the shadow of Mordor reaches this city it will     begin. ",The Return of the King 
PIPPIN,"Well' Minas Tirith' very impressive. ,So where are off to next? ",The Return of the King 
GANDALF,"Oh, it's too late for that Peregrin. There's no leaving this city.    ,     Help must come to us.",The Return of the King 
FRODO,But I know you have something to do with it.       ,The Fellowship of the Ring 
GANDALF,Good gracious me!       ,The Fellowship of the Ring 
FRODO,Before you came along we Bagginses were very well     thought of.       ,The Fellowship of the Ring 
GANDALF,Indeed? ,The Fellowship of the Ring 
FRODO,"We never had any adventures, or did anything     unexpected.       ",The Fellowship of the Ring 
GANDALF,"If you're referring to the incident with the dragon, I     was barely involved. All I did was give your uncle a little nudge out of the     door.       ",The Fellowship of the Ring 
FRODO,"Whatever you did, you've been officially labelled as a     'disturber of the peace.' ",The Fellowship of the Ring 
GANDALF,Oh really? ,The Fellowship of the Ring 
CHILDREN HOBBITS,Gandalf! Gandalf!       ,The Fellowship of the Ring 
CHILDREN HOBBITS,Fireworks Gandalf! Gandalf! Fireworks Gandalf!       ,The Fellowship of the Ring 
CHILDREN HOBBITS,Hooooraaaay!        ,The Fellowship of the Ring 
FRODO,"Gandalf, I'm glad you're back.  ",The Fellowship of the Ring 
SAM,You treacherous little toad!  ,The Return of the King 
GOLLUM,"No, no! Master! ",The Return of the King 
FRODO,No Sam! Leave him alone!  ,The Return of the King 
SAM,I heard it from his own mouth. He means to murder us. ,The Return of the King 
GOLLUM,"Never! Smeagol wouldn't hurt a fly! ,     Aaaagh he is a horrid, fat Hobbit who hates Smeagol and who makes up nasty lies! ",The Return of the King 
SAM,You miserable little maggot! I'll stove your head in!  ,The Return of the King 
FRODO,Sam! ,The Return of the King 
SAM,Call me a liar? You're a liar! ,The Return of the King 
GOLLUM,Waaaah!  ,The Return of the King 
FRODO,If you scare him off then we are lost! ,The Return of the King 
SAM,I don't care! I can't do it Mr Frodo! I won't wait around for him to     kill us! ,The Return of the King 
FRODO,I'm not sending him away. ,The Return of the King 
SAM,You don't see it do you? He's a villain. ,The Return of the King 
FRODO,We can't do this by ourselves Sam. Not without a guide. I need you on my     side. ,The Return of the King 
MERRY,No ,The Fellowship of the Ring 
PIPPIN,I think we are ,The Fellowship of the Ring 
SAM,Ssh! Gandalf's thinking ,The Fellowship of the Ring 
PIPPIN,Merry! ,The Fellowship of the Ring 
MERRY,What! ,The Fellowship of the Ring 
PIPPIN,I'm hungry ,The Fellowship of the Ring 
FRODO,There's something down there ,The Fellowship of the Ring 
GANDALF,It's Gollum ,The Fellowship of the Ring 
FRODO,Gollum! ,The Fellowship of the Ring 
GANDALF,He's been following us for three days ,The Fellowship of the Ring 
FRODO,He escaped the dungeons of Barad-D'r! ,The Fellowship of the Ring 
GANDALF,"Escaped ,     or was set loose and now the Ring has drawn him here ,      He won't ever be rid of his need for it.  He hates and loves the Ring,     as he hates and loves himself.  Smeagol's life is a sad story    ,  Yes    , he was once called, before the Ring     found him. Before it drove him mad ",The Fellowship of the Ring 
FRODO,It's a pity Bilbo didnt kill him when he had the chance ,The Fellowship of the Ring 
GANDALF,"Pity ?  It was pity that stayed Bilbo's hand.      Many that live deserve death and many that die, deserve life. Can you give     it to them Frodo ? Do not be too eager to deal out death and judgement Even     the very wise cannot see all ends.  My heart tells me that Gollum has     some part to play, yet for good or ill.... before this is over.     ,     The pity of Bilbo, may rule the fate of many  ",The Fellowship of the Ring 
FRODO,I wish the Ring had never come to me.  I wish none of     this had happened. ,The Fellowship of the Ring 
GANDALF,"So do all who live to see such times, but that is not for     them to decide.  All we have to decide is what to do with the time that     is given to us.  There are other forces at work in this world, Frodo,     besides the will of evil.  Bilbo was meant to find the Ring, in which     case you also were meant to have it and that is an encouraging thought.        Oh! Its that way ",The Fellowship of the Ring 
BARLIMAN,"Good Evening little masters.  What can I do for you ?     If you're looking for accomodation, we've got some nice, cosy hobbit sized     rooms available.  Always proud to cater to the little folk, Mr err... ? ",The Fellowship of the Ring 
FRODO," Underhill, my name's     Underhill ",The Fellowship of the Ring 
BARLIMAN,"Underhill , yes.. ",The Fellowship of the Ring 
FRODO,We're friends of Gandalf the Grey. Can you tell him we've     arrived? ,The Fellowship of the Ring 
BARLIMAN,"Gandalf ?  ,Gandalf ? Oh yes!  I remember!  Elderly chap! Big grey     beard, pointy hat.  , Not seen     him for six months.  ",The Fellowship of the Ring 
SAM,What do we do now ? ,The Fellowship of the Ring 
FRODO,Sam. He'll be here.  He'll come. ,The Fellowship of the Ring 
PIPPIN,What's that ? ,The Fellowship of the Ring 
MERRY,"This my friend, is a pint!  ",The Fellowship of the Ring 
PIPPIN,It comes in pints ? ,The Fellowship of the Ring 
MERRY,hmmmhmmm ,The Fellowship of the Ring 
PIPPIN,I'm getting one! ,The Fellowship of the Ring 
SAM,You've had a whole half already! ,The Fellowship of the Ring 
SAM,That fellow's done nothing but stare at you since we     arrived!  ,The Fellowship of the Ring 
GANDALF,"So am I dear boy. , So am I. ",The Fellowship of the Ring 
BILBO," No thank     you! We don't want any more visitors, well wishers or distant relations!     ",The Fellowship of the Ring 
GANDALF,And what about very old friends?       ,The Fellowship of the Ring 
BILBO,Gandalf?       ,The Fellowship of the Ring 
GANDALF,Bilbo Baggins.  ,The Fellowship of the Ring 
BILBO,My dear Gandalf!  ,The Fellowship of the Ring 
GANDALF,"It's good to see you. One hundred and eleven years old     who would believe it. ,     You haven't aged a day!  ",The Fellowship of the Ring 
BILBO,"Come on, come in! Welcome, welcome. Oh, here we are.       ",The Fellowship of the Ring 
BILBO,"Tea or maybe something a little stronger? I've got a     few bottles of the Old Winyard left, 1296, a very good year, almost as old     as I am. ",The Fellowship of the Ring 
